id,content,label,background
6430,二百斤多大,1,该用户想询问商品是否有适合体重较大（约200斤）人士的尺码。
6431,还有大好吗,1,该用户想询问商品是否还有更大尺码的库存。
6432,女小白鞋有吗,1,该用户是在询问直播间是否有女性款的白色休闲鞋可供购买。
6433,主播穿的什么码,1,该用户是想询问主播身上所穿衣服的具体尺码以供自己参考购买。
6434,里面那件在几号链接,1,该用户想询问主播身上穿的内搭衣服对应的商品购买链接编号。
6435,加绒吗,1,该用户是在询问直播展示的商品是否带有加绒内衬。
6436,到手了还可以,1,该用户想表达的含义是：商品已经收到，质量或效果还算满意。
6437,主播什么码,1,该用户是在询问主播身上所穿商品的尺码信息。
6438,我拍了,1,该用户想表达的含义是：我已经下单购买了商品。
6439,有简约款的没有有简约款的没有,1,该用户想表达的含义是：询问主播是否有设计简洁的款式可供选择。
6440,防水吗,1,该用户是在询问产品是否具备防水功能。
6441,没有了,1,该用户想表达的含义是：询问商品是否已经售罄或断货。
6442,有运费险没,1,该用户是在确认商品的退换货保障，以降低购买决策风险。
6443,一共几个口袋,1,该用户是在询问商品（可能是衣物或背包）的具体设计细节，想了解口袋的数量以评估实用性。
6444,没女款吗,1,该用户是在询问当前展示的商品是否有女性款式可供选择。
6445,没码,1,该用户想表达的含义是：商品已经没有我需要的尺码了。
6446,报一下尺码,1,该用户是想询问主播当前展示商品的详细尺码信息，以便判断是否符合自己的购买需求。
6447,鞋子没号了,1,该用户想表达的含义是：询问主播是否有自己尺码的鞋子库存。
6448,有运费险吗,1,该用户是在询问商品是否支持退换货时免运费，以降低购买风险。
6449,黑色,1,该用户可能在询问当前展示的商品是否有黑色款式可选。
6450,安安我爱你,0,该用户可能是想通过表达对主播的喜爱来拉近距离，以此获取更多商品信息或优惠。
6451,试试白色,1,该用户想表达的含义是：我想购买白色款式的商品。
6452,主播多大的,1,该用户想询问主播的年龄或鞋码尺寸，以作为自己购买商品的参考依据。
6453,有马甲吗,1,该用户是在询问直播间是否售卖马甲这款商品。
6454,有木有裤子喔,1,该用户是在询问直播间是否有裤子的商品在售。
6455,有几个色,1,该用户是在询问商品共有几种颜色可选。
6456,身上是什么码,1,该用户是在询问主播身上所穿商品的尺码信息。
6457,女生165100斤穿多大的,1,该用户想询问身高165厘米、体重100斤的女生适合穿什么尺码的服装。
6458,卫衣几号链接,1,该用户想询问主播身上展示的卫衣对应的是哪个商品购买链接。
6459,真能糊弄人,0,该用户认为主播在介绍商品时存在夸大或虚假宣传，对产品实际效果表示怀疑和不信任。
6460,有3xl吗,1,该用户是在询问商品是否有适合大尺码身材的3XL型号。
6461,这么挑码子,1,该用户可能在抱怨商品尺码选择太少或不合身。
6462,鞋码标准吗,1,该用户是在询问鞋子的尺码是否与常规标准一致，以判断自己是否需要调整选购尺寸。
6463,主播有185尺码的吗,1,该用户是在询问主播是否有适合身高185cm的服装尺码可供购买。
6464,腿真白,0,该用户可能是在调侃或评价主播的外貌特征，而非表达对商品的购买意向。
6465,一共两千多人,0,该用户可能在感叹直播间观众数量较少，暗示对商品热度或可信度的疑虑。
6466,主播穿什么码,1,该用户是想询问主播身上所穿服装的具体尺码以供自己购买参考。
6467,衣服在哪儿,1,该用户想询问主播身上所穿衣服的购买链接或商品详情。
6468,主播裤子在哪啊,1,该用户是在询问主播所穿裤子的购买链接或具体位置。
6469,黑龙江能穿吗冬天,1,该用户想询问这件商品在黑龙江冬季的气候条件下是否适合穿着。
6470,快点,1,该用户可能是在催促主播加快节奏或尽快展示/上架他们想了解的商品信息。
6471,已拍,1,该用户想表达的含义是：我已经下单购买了这款商品。
6472,不是99吗,1,该用户可能是在质疑或确认商品价格与之前宣传不符，认为当前显示的价格高于之前提到的99元。
6473,这个鞋子鞋底容易断,1,该用户可能是在质疑鞋子的质量，担心其耐用性不足以满足日常穿着需求。
6474,啥啊,0,该用户可能因信息混乱或未及时得到回复而感到困惑不解，想询问当前展示的商品究竟是什么。
6475,二号链接2xl3xl都没有了,1,该用户想表达的含义是：询问商品库存情况并暗示对特定尺码的购买需求。
6476,男生可以穿吗,1,该用户是在询问当前展示的商品是否有适合男性穿着的款式或尺码。
6477,今天拍的今天发么,1,该用户想确认当天购买的商品是否能当天发货。
6478,裤子,1,该用户可能是在询问主播所穿裤子的购买链接或具体款式信息。
6479,另一个颜色有货吗,1,该用户想询问商品是否有其他颜色可供选择购买。
6480,外套,1,该用户可能在询问主播展示的外套是否有货或想了解外套的具体信息。
6481,没有别的颜色吗,1,该用户是在询问当前展示的商品是否有其他颜色可选。
6482,没有46码,1,该用户想表达的含义是：这款商品没有提供46码的尺码选项。
6483,尺码不清楚拍了两件回头看那个合适,1,该用户因为不确定尺码是否合适，所以先下单了两件不同尺码的商品，打算收到后试穿再决定留哪件。
6484,身上这件几号链接,1,该用户想询问主播身上穿的那件衣服对应的商品链接编号是多少。
6485,加不加绒,1,该用户是在询问商品是否有加绒的款式或材质选项。
6486,主播穿的多大号,1,该用户想询问主播身上所穿衣服的具体尺码信息以便参考购买。
6487,喜欢阿迪达斯,1,该用户想表达的含义是：对阿迪达斯品牌的产品有好感并可能有意购买。
6488,这腿是真的吗,0,该用户可能是在质疑主播展示的商品（如裤子或鞋子）的视觉效果是否真实，怀疑是否有修图或夸大宣传的成分。
6489,试下小码,1,该用户想表达的含义是：想尝试购买小尺码的商品。
6490,已拍,1,该用户想表达自己已经下单购买了直播间的商品。
6491,没了,1,该用户想表达的含义是：想要的商品或尺码已经售罄了。
6492,黑色的武极黑色的武极黑色的武极,1,该用户想表达的含义是：强烈询问主播是否有黑色款的武极产品。
6493,主播声音很粗,0,该用户可能是在委婉表达对主播或产品的不满意，暗示直播内容缺乏吸引力或专业度。
6494,聚酯纤维的,1,该用户可能在询问或确认直播中展示的服装材质是否为聚酯纤维。
6495,皮面,1,该用户可能在询问主播展示的皮面材质商品的具体信息或是否有货。
6496,身上裤子,1,该用户可能在询问主播身上穿的裤子是哪个商品链接或具体款式信息。
6497,有儿童吗,1,该用户是在询问直播间展示的商品是否有适合儿童穿的款式或尺码。
6498,加急,1,该用户可能是在催促主播加快节奏或优先处理自己关心的商品信息，比如询问库存、发货速度或尺码确认等事项。
6499,从哪里发货,1,该用户想了解商品的发货地点以便评估物流时效和售后便利性。
6500,美女主播,0,该用户可能是在称赞主播的外貌以引起注意，试图进一步了解商品信息或互动。
6501,已拍,1,该用户想表达的含义是：我已经下单购买了这款商品。
6502,挡风吗,1,该用户是在询问商品（可能是外套或防风衣物）是否具备防风功能。
6503,你穿的是什么号,1,该用户是在询问主播所穿服装的具体尺码，以便参考购买。
6504,袜子有没有主播,1,该用户是在询问主播身上穿的袜子是否有对应的商品链接可供购买。
6505,你身上这个有没有短款的,1,该用户是在询问主播展示的服装是否有同款的短版款式可供购买。
6506,小白鞋缺号了,1,该用户想表达的含义是：询问主播是否还有自己尺码的小白鞋库存。
6507,裤子,1,该用户可能在询问主播身上穿的裤子款式或购买链接。
6508,我要你身上衣服,1,该用户想表达的含义是：询问主播身上所穿的同款衣服是否可购买。
6509,已拍,1,该用户想表达的含义是：我已经下单购买了商品。
6510,有没有黑色,1,该用户是在询问主播展示的商品是否有黑色款可供选择。
6511,身高182体重210有号吗,1,该用户是在询问主播自己身高182厘米、体重210斤的体型是否有合适的服装尺码可供购买。
6512,没了,1,该用户想表达的含义是：想要的商品已经卖完了。
6513,快点要上班,0,该用户想催促主播加快节奏或尽快上架商品，因为自己赶时间要离开。
6514,要L码,1,该用户想表达的含义是：我想要购买主播展示的同款商品，请给我L码的尺寸。
6515,主播身高体重多少穿啥号,1,该用户想询问主播的身高体重以参考选择合适的服装尺码。
6516,五号是开了的价格,1,该用户想询问五号商品当前展示的是否为优惠后的价格。
6517,是真的,0,该用户想表达的含义是：确认主播刚才介绍的商品信息或优惠活动是真实有效的。
6518,码数,1,该用户想询问主播所展示商品的尺码信息或确认是否有适合自己的尺码。
6519,尺码,1,该用户想询问主播展示的商品是否有适合自己的尺码可供选择。
6520,主播里面的白色T有吗,1,该用户是在询问主播身上穿的白色T恤是否在售，并希望了解购买相关信息。
6521,已拍,1,该用户想表达的含义是：我已经下单购买了这件商品。
6522,主播什么码,1,该用户是在询问主播所穿服装的具体尺码信息。
6523,鞋码正吗,1,该用户是在询问商品的尺码是否标准，以确认自己选购时是否需要调整码数。
6524,里面那件白的上小黄车,1,该用户希望主播将直播间内展示的白色内搭商品上架至购物链接。
6525,白色还有没有,1,该用户是在询问主播身上穿的白色款商品是否还有库存。
6526,主播穿多大,1,该用户是在询问主播所穿衣服的具体尺码，以便参考购买同款。
6527,多少,1,该用户想询问主播所展示商品的具体价格信息。
6528,正品,1,该用户想确认直播所售商品是否为官方正品，表现出对商品真伪的顾虑和潜在的购买意向。
6529,后面看看,1,该用户想表达的含义是：先观望一下后续的商品展示再决定是否购买。
6530,衣服多少,1,该用户想询问衣服的价格是多少。
6531,看羽绒服,1,该用户想表达的含义是：想了解羽绒服的款式或购买信息。
6532,上一下我看下行吗,1,该用户想表达的含义是：希望主播展示或讲解一下刚才提到的某件商品，以便自己进一步了解是否购买。
6533,贝壳头板鞋有吗,1,该用户是在询问直播间是否有售卖阿迪达斯经典款贝壳头板鞋，并表现出对该商品的购买兴趣。
6534,主播哪里人,0,该用户可能想通过了解主播的籍贯或所在地，间接判断商品来源或品质可靠性。
6535,拍错了,1,该用户想表达的含义是：自己不小心选错了商品规格或下单错误。
6536,后面,1,该用户想表达的含义是：希望主播展示或介绍接下来要推荐的商品。
6537,主播穿的多大,1,该用户想询问主播身上所穿衣服的具体尺码信息。
6538,什么价,1,该用户是在询问主播当前展示商品的具体价格。
6539,衣长,1,该用户想询问主播身上所穿衣服的具体长度尺寸。
6540,啥时候发货,1,该用户想确认购买后的商品配送时间。
6541,跑绒吗,1,该用户是在询问羽绒服是否存在钻绒的质量问题。
6542,蓝色卫衣有没有,1,该用户是在询问直播间是否有蓝色卫衣的现货库存。
6543,主播有账号嘛,0,该用户可能是在询问主播的社交账号，希望通过关注进一步了解商品信息或建立长期联系。
6544,回复一下好吗,0,该用户可能因询问未得到回应而催促主播解答先前提过的问题。
6545,已拍,1,该用户想表达的含义是：我已经下单购买了这件商品。
6546,白色的有吗,1,该用户是在询问直播间展示的商品是否有白色款可供选择。
6547,是防风防雨的吗,1,该用户想询问商品是否具备防风防雨的功能特性。
6548,你身上的棉服,1,该用户可能是在询问主播身上所穿棉服的款式或购买信息。
6549,要主播,0,该用户想表达的含义是：希望主播展示或介绍自己身上穿的同款商品。
6550,几号,1,该用户想询问主播身上展示的服装的具体货号或商品编号。
6551,裤子,1,该用户可能在询问主播关于当前展示或提到的裤子的相关信息，比如款式、价格或尺码等。
6552,你的短裤有链接吗,1,该用户是在询问主播身上穿的短裤是否可以在直播间购买，表现出明确的购买意向。
6553,有男款没,1,该用户是在询问当前展示的商品是否有男性款式可选。
6554,有纯黑套装吗,1,该用户是在询问直播间是否售卖纯黑色款式的整套服装。
6555,体恤好看怎么买,1,该用户想表达的含义是：询问主播身上穿的T恤如何购买。
6556,羽绒服95鹅绒有没有,1,该用户想询问主播展示的羽绒服是否采用含绒量为95%的鹅绒材质。
6557,卫衣有吗,1,该用户想询问直播间是否有卫衣款式在售。
6558,已拍加急,1,该用户想表达的含义是：我已经下单并选择了加急发货服务。
6559,优惠券领了怎么没有,1,该用户想表达的是对已领取优惠券未生效的疑惑和不满。
6560,营销手段故意引流,0,该用户认为直播间的宣传策略存在虚假或夸大成分，目的是为了吸引流量而非真诚推销产品。
6561,没码了,1,该用户想表达的含义是：想要的商品尺码已经售罄了。
6562,来一波,1,该用户想表达的含义是：催促主播尽快上架或展示更多商品款式供选择。
6563,还有吗,1,该用户想询问当前展示的商品是否还有库存或其他款式可选。
6564,主播多高多重呀,1,该用户可能在询问主播的身高体重以参考服装尺码或上身效果。
6565,短袖,1,该用户可能在询问直播间是否有短袖款式可供购买。
6566,长款羽绒服有活动吗,1,该用户想询问长款羽绒服是否有促销优惠或折扣活动。
6567,什么时候能发货,1,该用户想确认商品下单后的具体配送时间，表现出对购买流程的务实关注和潜在的成交意向。
6568,真皮吗,1,该用户是在询问直播中展示的商品是否采用真皮材质。
6569,你好能直播21吗我想拍xl码,1,该用户是在询问主播能否展示21号商品并表达了自己想购买XL码的意愿。
6570,棉的么,1,该用户是在询问直播中展示的衣物是否为纯棉材质。
6571,平常穿41怎么拍你的鞋,1,该用户是在询问自己平时穿41码的鞋该如何选择购买尺码。
6572,羽绒服啥时候上,1,该用户想询问直播中即将推出的羽绒服产品的具体上架时间，表现出明确的购买意向和对该商品的关注。
6573,凭什么这么好看,1,该用户想表达的含义是：这款商品的设计或外观非常吸引人，让人忍不住想购买。
6574,已拍一件外套夹克可以加急发货么,1,该用户已经下单购买了外套夹克，现在希望商家能优先处理自己的订单尽快发货。
6575,我才买了10分钟现在99了,1,该用户想表达的含义是：刚购买完商品就降价，感到不满或吃亏。
6576,外套,1,该用户可能在询问主播是否有外套款式可供购买或想了解外套的相关信息。
6577,拍了加急谢谢,1,该用户想表达的含义是：我已经下单并选择了加急配送服务，请尽快处理发货。
6578,开吧,1,该用户想表达的含义是：催促主播开启某项活动或上架商品。
6579,女朋友好漂亮,0,该用户是在夸赞主播的外貌，可能借此表达对主播或直播内容的喜爱和关注。
6580,和双11一个价吗,1,该用户是在询问当前直播间的商品价格是否与双11促销时的优惠力度相同，以此判断是否值得立即购买。
6581,买了都不发货,1,该用户因下单后迟迟未收到发货信息而感到不满，质疑商家的发货效率或履约能力。
6582,保价双十一吗,1,该用户想确认当前商品的价格是否与双十一期间保持一致，以避免未来降价的风险。
6583,主播穿的裤子有木有,1,该用户想询问主播身上所穿的裤子是否在售。
6584,主播眼镜怎么卖,1,该用户想询问主播所戴眼镜的具体价格和购买方式。
6585,已拍,1,该用户想表达的含义是：我已经下单购买了商品。
6586,有贝壳头吗,1,该用户是在询问直播间是否有售卖阿迪达斯经典的贝壳头运动鞋款式。
6587,厚吗,1,该用户想询问商品的厚度是否合适。
6588,二十四号鞋,1,该用户想询问主播是否有24码的鞋子可供购买。
6589,内胆是怎样,1,该用户想询问商品内胆的具体材质或构造细节。
6590,看看卫衣,1,该用户想表达的含义是：想了解主播展示的卫衣款式或详情。
6591,上衣有没有能不能回答下,1,该用户是在询问主播展示的上衣是否有货并希望得到回复。
6592,真品吗,1,该用户想表达的含义是：质疑商品是否为官方正品，希望得到真实性保证。
6593,没了,1,该用户想表达的含义是：商品已经卖完了。
6594,篮球鞋,1,该用户可能在询问直播间是否有篮球鞋款式或相关产品信息。
6595,刚刚的白色衣服呢,1,该用户想表达的含义是：询问主播刚才展示过的白色款式服装是否还有货或能否再次介绍。
6596,黑色呢,1,该用户可能在询问主播之前展示过的某件黑色款式的商品是否还有货或能否再次展示。
6597,看看里面,1,该用户想表达的含义是：想进一步了解商品内部构造或细节展示。
6598,男主播穿穿看看,1,该用户希望男主播试穿展示当前推荐的商品效果。
6599,看后面,1,该用户可能是在催促主播展示商品的其他细节或背面款式。
6600,衣长多少啊,1,该用户想询问衣服的具体尺寸信息以评估是否适合自己购买。
6601,主播是短款吗,1,该用户是在询问主播身上穿的衣服是否为短款设计。
6602,有男卫上衣吗,1,该用户是在询问直播间是否有适合男性穿着的卫衣款式。
6603,我58年的,0,该用户想表达的含义是：询问主播展示的商品是否有适合58年出生人群的款式或尺寸。
6604,包包有吗,1,该用户想询问直播间是否有包类商品在售。
6605,发西藏吗,1,该用户想询问商品是否支持配送至西藏地区。
6606,a8440码的没有货吗,1,该用户是在询问商品“a8440”的特定尺码是否已经售罄。
6607,主播的裤子,1,该用户可能是在询问主播所穿裤子的款式或购买信息。
6608,看腿看腿,0,该用户可能在要求主播展示或关注服装的下身搭配效果。
6609,后面那个别重复了,0,该用户可能是对主播反复展示或介绍同一款产品感到不耐烦，希望跳过重复内容继续看其他新品。
6610,衣长多少,1,该用户想询问主播展示的服装款式的具体衣长尺寸信息。
6611,能扛住多少度,1,该用户想询问产品（可能是衣物或鞋）的耐高温性能或适用温度范围。
6612,没抢到,1,该用户因商品抢购失败而感到遗憾和失望。
6613,喉咙沙哑,0,该用户可能在暗示主播讲解时间过长导致声音嘶哑，委婉提醒注意休息或加快节奏。
6614,跟店里便宜多了,1,该用户想表达的含义是：直播间的价格比实体店优惠不少。
6615,帽子能拆吗,1,该用户想询问帽子的设计是否可拆卸，以了解产品的具体功能和实用性。
6616,今天有没有3xl的衣服,1,该用户是在询问直播间是否有适合大码身材的服装款式。
6617,身上外套几号链接,1,该用户想询问主播身上所穿外套的商品购买链接。
6618,太白了,1,该用户可能是在评价主播展示的衣物颜色过于浅淡或不够理想。
6619,主播多高穿的多大,1,该用户想询问主播的身高和所穿衣服的尺码作为购买参考。
6620,白色还有吗没有明天再来,1,该用户想询问白色款商品是否还有库存，如果没有的话就改天再来购买。
6621,跑步鞋上一波,1,该用户想表达的含义是：询问之前展示过的跑步鞋款式是否会再次上架销售。
6622,衣长多少,1,该用户想询问主播展示的服装具体尺寸信息，以判断是否适合自己的身材。
6623,卫衣多少克的卫衣多少克的卫衣多少克,1,该用户想询问主播身上卫衣的面料克重，以判断其厚度和质感是否适合自己。
6624,已拍14链接加急,1,该用户想表达的含义是：我已经下单购买了14号商品链接并选择了加急发货。
6625,没抢到,1,该用户想表达的是对未能成功购买到心仪商品的遗憾和失望。
6626,有羽绒马甲吗,1,该用户是在询问直播间是否有羽绒马甲这款商品可供购买。
6627,女款吗,1,该用户想询问当前展示的商品是否为女性款式。
6628,穿上看看,1,该用户希望主播现场试穿展示商品的实际效果。
6629,不起静电吧,1,该用户是在询问商品材质是否抗静电。
6630,介绍一下跑鞋,1,该用户希望主播详细讲解跑鞋的产品信息或功能特点。
6631,再来一波,1,该用户希望主播再次上架或补货之前提到的跑步鞋。
6632,有其它颜色吗,1,该用户想询问当前展示的商品是否还有其他颜色可选。
6633,看后边后背面,1,该用户希望主播展示商品背面或后方的细节。
6634,有别的颜色没,1,该用户想询问当前展示的商品是否有其他颜色可选。
6635,外套还有吗,1,该用户是在询问直播间里展示的外套是否还有库存可供购买。
6636,快点,1,该用户想催促主播加快节奏或尽快展示/上架商品。
6637,太白了,1,该用户想表达的含义是：这件衣服的白色款看起来颜色很正/很亮眼。
6638,有没有运费险,1,该用户是在确认商品的售后保障，关心退货时的运费承担问题，以此评估购买风险。
6639,主播回话,0,该用户可能是在催促主播回应自己或他人的提问，希望获得更直接的互动或商品信息确认。
6640,再看一下上脚效果被刚进来,1,该用户想表达的含义是：我刚进入直播间，想再看看主播展示鞋子的上脚效果。
6641,想要四号链接,1,该用户明确表达了想购买直播中四号链接商品的意愿。
6642,主播好美,0,该用户可能在通过夸赞主播的外表来拉近距离或活跃气氛，但并未直接表达对商品的购买意向。
6643,美女晚上好,0,该用户可能是出于礼貌打招呼，试图引起主播注意以便后续询问商品信息。
6644,主播怎么戴上眼镜,0,该用户可能是对主播佩戴的眼镜款式或效果产生兴趣，想进一步了解产品细节以便购买。
6645,脚上的鞋上连接,1,该用户想表达的含义是：请主播展示脚上穿的鞋子对应的商品链接。
6646,什么时候发货,1,该用户想确认商品的物流时效以便决定是否下单。
6647,怎么没有40的,1,该用户想表达的是对商品尺码不全的疑问，暗示自己想要购买40码但发现缺货。
6648,已拍请速发货,1,该用户想表达的含义是：我已经下单购买了商品，希望尽快收到货。
6649,多少度可以穿,1,该用户想询问这款衣服适合在什么气温范围内穿着。
6650,哦哦,0,该用户可能是在对主播的回应或展示内容表示恍然大悟或认同。
6651,女生身高160体重100适合穿多大码,1,该用户想询问适合自己身材的服装尺码，表现出对商品的购买意向和具体需求。
6652,有没有运费险,1,该用户是在询问商品是否提供退换货时的运费保障服务，以降低购买风险。
6653,主播穿l身高体重多少呀,1,该用户想询问主播的身高体重作为参考，以判断商品尺码是否适合自己。
6654,男卫衣,1,该用户可能在询问直播间是否有男款卫衣可供购买。
6655,女生145斤穿L还是M呢,1,该用户是在询问自己（或他人）的身高体重对应的合适服装尺码，表现出对产品具体尺寸信息的关注和潜在的购买意向。
6656,容量多少克,1,该用户想询问产品的具体重量规格。
6657,这是正品还是仿的,1,该用户是在询问商品的真实性，担心买到假货，想确认产品是否为官方正品。
6658,有没有加绒的无帽卫衣,1,该用户是在询问直播间是否有不带帽子且内里加绒的卫衣款式可供购买。
6659,这是羽绒服是棉服,1,该用户可能在询问当前展示的服装究竟是羽绒服还是棉服，以确认产品类型和保暖性能。
6660,还有加绒的外套吗,1,该用户想询问直播间是否还有加绒款外套的库存可供购买。
6661,没抢到,1,该用户想表达的含义是：对某个已售罄或抢购的商品感到遗憾和失望。
6662,裤子啊,1,该用户可能是在询问主播当前展示或提到的裤子款式、尺码或购买链接等相关信息。
6663,这是憋了多久没人跟你聊天啦,0,该用户可能在调侃主播因长时间专注介绍商品而显得话多急切，暗示其过于热情或缺乏互动节奏感。
6664,羽绒吗,1,该用户是在询问当前展示的商品是否为羽绒材质的产品。
6665,卫衣,1,该用户可能在询问主播展示的卫衣款式或相关信息。
6666,确实好看,1,该用户是在认可主播展示的商品款式或搭配效果，暗示有购买意向。
6667,她家裤子挺好的我们买了三条给儿子老公,1,该用户想表达的含义是：这家店的裤子质量不错，我们给家人买了三条。
6668,漂亮啊,1,该用户想表达的含义是：对直播中展示的商品款式或外观表示赞赏和喜爱。
6669,白色,1,该用户可能在询问主播展示的商品是否有白色款式可选。
6670,主播穿的多大,1,该用户想询问主播所穿衣服的具体尺码作为自己的购买参考。
6671,主播想看40号,1,该用户想表达的含义是：希望主播展示或介绍40号商品的具体信息。
6672,主播什么码,1,该用户是在询问主播身上所穿衣服的具体尺码。
6673,你身上是哪个码,1,该用户是在询问主播身上所穿衣服的具体尺码。
6674,冲锋衣看下,1,该用户希望主播展示或详细介绍冲锋衣这款产品。
6675,想要羽绒服,1,该用户表达了对直播中展示的羽绒服有明确的购买意向。
6676,主播穿什么码,1,该用户是在询问主播身上所穿服装的具体尺码，以便参考购买。
6677,内蒙古邮寄吗,1,该用户是在询问商品是否支持邮寄到内蒙古地区，表达了对产品的潜在购买意向。
6678,下午好,0,该用户可能是在打招呼或试图引起主播注意，以便后续询问商品信息或参与互动。
6679,腿好粗,0,该用户可能是在调侃或评价主播的身材，暗示主播的腿部看起来较粗壮。
6680,羽绒服型号600的刚才在42号链接的现在没有了那款,1,该用户想表达的含义是：之前看到的600型号羽绒服在42号链接里已经下架了，询问是否还能购买。
6681,呼呼,0,该用户可能是在模仿轻松愉快的语气，表达对当前直播氛围的融入或对主播展示商品的随意附和。
6682,已拍鞋我要白色备注一下,1,该用户已经下单购买了鞋子，并希望商家注意将商品颜色发成白色。
6683,主播穿的多大,1,该用户是在询问主播身上所穿衣服的具体尺码信息。
6684,女款有吗,1,该用户是在询问当前展示的商品是否有女性款式可供选择。
6685,这价格能是正品,1,该用户对商品的真伪表示怀疑，认为当前的价格过于低廉可能无法保证是正品。
6686,没尺码,1,该用户想表达的含义是：商品没有适合自己的尺码。
6687,格局打开,0,该用户可能是在调侃或鼓励主播展示更多款式的商品，暗示不要局限于当前介绍的品类。
6688,是啥意思,0,该用户可能是在询问主播提到的某件商品的具体含义或细节，比如款式、尺码、型号等未明确说明的信息。
6689,衣长多少,1,该用户想了解主播身上衣服的具体长度尺寸信息。
6690,好看,1,该用户可能是在称赞主播展示的服装款式或上身效果不错，隐含对商品的认可和潜在购买意向。
6691,外衣,1,该用户可能是在询问主播身上穿的外衣款式或购买链接。
6692,主播是真的好看,0,该用户可能是在夸赞主播的外貌魅力，以此表达对直播内容的认可或对主播个人的好感，但并未直接表现出对商品的购买兴趣。
6693,已拍,1,该用户想表达的含义是：我已经下单购买了商品。
6694,程程带眼镜好有感觉啊,0,该用户是在夸赞主播戴眼镜的造型很有魅力，表达了对主播外貌的欣赏而非直接的购买意向。
6695,上白色,1,该用户想表达的是希望购买或查看商品中的白色款式。
6696,没有衣长,1,该用户想表达的含义是：商品详情里缺少衣服长度的信息。
6697,转一圈看看,1,该用户想表达的含义是：让主播展示一下商品的整体效果或不同角度。
6698,搞我们,1,该用户可能是在催促主播加快节奏或上架更多商品，表达一种急切参与抢购的情绪。
6699,呢男款鸭绒面包羽绒服上不上车,1,该用户是在询问主播是否会推出男款鸭绒面包羽绒服的购买链接。
6700,加绒裤子,1,该用户可能在询问主播是否有加绒款式的裤子可供购买。
6701,码不偏吧,1,该用户是在询问衣服的尺码是否标准，担心实际尺寸与标注不符。
6702,已拍,1,该用户想表达的含义是：我已经下单购买了这款商品。
6703,想要主播身上外套,1,该用户想表达的是对主播同款外套有购买意向，希望了解商品信息或获取购买链接。
6704,下吧,0,该用户是在催促主播尽快上架或展示某款商品。
6705,只有看的份了没大码,1,该用户想表达的含义是：商品没有适合自己的大尺码，感到遗憾和无奈。
6706,有黑色吗,1,该用户想询问直播中展示的商品是否有黑色款式可供选择。
6707,什么年代了还穿长款,1,该用户可能是在质疑当前展示的长款服装款式过时，暗示主播应该推荐更时尚的短款设计。
6708,几号,1,该用户想询问商品的具体上架或开售时间。
6709,冬天可以穿吗,1,该用户是在询问当前展示的服装是否适合冬季穿着，以评估其购买实用性。
6710,不用了,0,该用户想表达的含义是：暂时不需要购买或对当前推荐的商品不感兴趣。
6711,能减到99吗,1,该用户是在询问商品价格能否优惠到99元。
6712,上衣上了没,1,该用户是在询问主播是否已经开始售卖或展示某款上衣商品。
6713,没有你好看,0,该用户是在夸赞主播的外貌或气质比展示的商品更吸引人。
6714,主播啥尺码,1,该用户想询问主播所展示商品的尺码信息，以判断是否适合自己的身材。
6715,多大码,1,该用户想询问商品的具体尺码信息，可能是担心没有适合自己的号码。
6716,我要,1,该用户想表达的是“我要购买这件商品”或“我要下单”。
6717,这是男鞋还是女鞋,1,该用户想确认鞋款的适用性别以便判断是否符合自己的购买需求。
6718,白色还有吗,1,该用户想询问直播间展示的商品中白色款是否仍有库存可供购买。
6719,鞋码偏大吗,1,该用户是在询问商品的尺码是否比标准尺寸大，以确认自己是否需要调整选购尺码。
6720,没拍到,1,该用户因手速或库存原因未能成功抢购到心仪商品，感到遗憾和不甘。
6721,要睡觉了外套尺码,1,该用户想询问主播所展示的外套尺码信息，可能是准备下单但需要确认尺寸合适与否。
6722,主播又漂亮了,0,该用户可能在通过夸赞主播的外貌来拉近距离，为后续询问商品信息或讨价还价做铺垫。
6723,模特裤子是哪件,1,该用户想询问直播中模特所穿裤子的商品链接或具体款式信息。
6724,裤子,1,该用户可能在询问主播身上穿的裤子是否是直播间正在售卖的商品。
6725,什么颜色,1,该用户想询问当前展示商品的具体颜色选项。
6726,尺码标准吗,1,该用户是在询问商品的尺码是否与常规标准一致，以便判断自己是否需要调整选购尺寸。
6727,已拍,1,该用户想表达的含义是：我已经下单购买了这款商品。
6728,看里面,1,该用户想表达的含义是：想了解商品内部构造或细节展示。
6729,上衣上了没,1,该用户是在询问主播是否已经开始售卖或展示上衣产品。
6730,什么时候开始,1,该用户想询问直播中某个商品或活动的具体开售时间。
6731,看下后面,1,该用户想表达的含义是：让主播展示接下来要介绍的商品款式或品类。
6732,这段掐出来单播,0,该用户想表达的含义是：希望主播把当前展示的片段单独重播一遍以便更清楚地了解商品细节。
6733,里面的卫衣看下,1,该用户想表达的含义是：让主播展示或详细介绍卫衣的内搭效果或细节。
6734,两面穿是吧,1,该用户是在询问主播展示的商品是否支持正反两面穿着。
6735,卖酒啊,1,该用户可能是对当前直播内容突然转向酒类商品感到意外或不满，暗示主播应该继续之前讨论的服饰类商品。
6736,脚踝小哥哥,0,该用户可能是想询问或关注直播中展示鞋款的模特脚踝细节。
6737,这是多大的,1,该用户想询问当前展示商品的尺寸规格。
6738,娇韵诗双萃有吗上一下吗,1,该用户是在询问直播间是否会上架娇韵诗双萃精华产品，并表现出明确的购买意向。
